1	0.6	0.01	50
2	0.6	0.01	100
3	0.6	0.01	200
4	0.7	0.01	50
5	0.8	0.01	50
6	0.6	0.05	50
7	0.7	0.05	50
8	0.8	0.05	50
9	0.6	0.1	50
10	0.7	0.1	50
11	0.8	0.1	50
12	0.7	0.01	100
13	0.8	0.01	100
14	0.6	0.05	100
15	0.7	0.05	100
16	0.8	0.05	100
17	0.6	0.1	100
18	0.7	0.1	100
19	0.8	0.1	100
20	0.7	0.01	200
21	0.8	0.01	200
22	0.6	0.05	200	
23	0.7	0.05	200
24	0.8	0.05	200
25	0.6	0.1	200
26	0.7	0.1	200
27	0.8	0.1	200
