1124	1244	2.82547e+07
1077	4055	2.82242e+07
1140	3124	2.82415e+07
1089	2457	2.82436e+07
1092	4131	2.82347e+07
1126	3957	2.81034e+07
1130	2665	2.81948e+07
1107	700	2.83372e+07
1125	4378	2.83136e+07
1138	2695	2.82413e+07
1166	2084	2.84034e+07
1109	2246	2.81446e+07
1090	4629	2.82512e+07
1050	3280	2.8286e+07
1209	676	2.81139e+07
1123	4876	2.8128e+07
1108	1185	2.82584e+07
1069	1553	2.82401e+07
1040	3525	2.83953e+07
1188	4499	2.82022e+07
1164	696	2.82749e+07
1105	419	2.82984e+07
1090	104	2.81737e+07
1043	2999	2.83235e+07
1114	1256	2.81251e+07
1149	3544	2.82493e+07
1102	2442	2.82107e+07
1185	3769	2.81775e+07
1129	1527	2.82171e+07
1093	4883	2.82847e+07
