745	4973	8.33969e+07
746	4705	8.17516e+07
730	4925	8.23789e+07
741	960	8.27897e+07
742	4206	8.28452e+07
741	3672	8.15792e+07
745	3776	8.17136e+07
732	2474	8.15483e+07
759	3101	8.18804e+07
746	2914	8.22302e+07
755	1447	8.20202e+07
758	3799	8.14748e+07
742	3331	8.13337e+07
744	4169	8.14883e+07
730	4884	8.15141e+07
757	3274	8.20575e+07
753	4669	8.19247e+07
725	1849	8.16434e+07
743	4767	8.17519e+07
768	3660	8.18369e+07
769	436	8.22575e+07
746	4153	8.16609e+07
710	3619	8.17888e+07
742	3617	8.16806e+07
721	4313	8.18287e+07
748	1980	8.17043e+07
735	3941	8.17286e+07
731	4657	8.16095e+07
723	4732	8.13105e+07
772	3351	8.24218e+07
