936	3829	2.83286e+07
911	132	2.82539e+07
900	3327	2.82258e+07
953	2110	2.83195e+07
945	2758	2.83451e+07
926	103	2.82732e+07
934	778	2.8184e+07
932	3816	2.83176e+07
900	283	2.81552e+07
889	2578	2.82372e+07
925	375	2.81966e+07
909	4415	2.82367e+07
931	665	2.82302e+07
908	4618	2.83238e+07
922	1055	2.83143e+07
961	2106	2.83252e+07
894	4969	2.82541e+07
911	335	2.83605e+07
950	278	2.82506e+07
915	2780	2.82216e+07
932	809	2.8321e+07
912	2620	2.82366e+07
899	3677	2.82956e+07
939	1116	2.82693e+07
907	339	2.83762e+07
941	1435	2.82472e+07
916	3517	2.8188e+07
927	2783	2.82619e+07
924	4596	2.82566e+07
941	2759	2.82244e+07
