1251	4042	2.90328e+07
1290	280	2.87609e+07
1275	392	2.83248e+07
1275	2610	2.82487e+07
1290	2828	2.83014e+07
1276	3361	2.8239e+07
1249	2006	2.82224e+07
1313	1888	2.82224e+07
1302	2147	2.83131e+07
1264	564	2.84696e+07
1272	998	2.88477e+07
1275	1071	2.88129e+07
1272	1768	2.88164e+07
1261	493	2.88414e+07
1270	3677	2.88315e+07
1311	627	2.88522e+07
1249	4357	2.87438e+07
1246	1270	2.88174e+07
1282	259	2.8807e+07
1238	2558	2.87806e+07
1272	1305	2.88097e+07
1281	801	2.92031e+07
1283	1492	2.86625e+07
1300	195	2.88522e+07
1258	4917	2.86196e+07
1285	4749	2.83443e+07
1289	1350	2.82011e+07
1328	1084	2.82032e+07
1251	3753	2.8754e+07
1253	1691	2.94962e+07
