1142	1121	2.77357e+07
1153	343	2.77152e+07
1158	2104	2.76901e+07
1136	1600	2.7517e+07
1110	616	2.76137e+07
1153	4875	2.75167e+07
1119	464	2.7667e+07
1097	3341	2.76876e+07
1156	2074	2.76359e+07
1134	652	2.76388e+07
1142	2758	2.76677e+07
1201	95	2.76956e+07
1131	1095	2.76111e+07
1117	4671	2.77451e+07
1142	1581	2.76821e+07
1124	4698	2.78218e+07
1156	1980	2.75937e+07
1145	304	2.76301e+07
1134	925	2.75283e+07
1151	4141	2.77391e+07
1144	3048	2.75899e+07
1149	1018	2.76476e+07
1138	1315	2.75202e+07
1138	2201	2.76096e+07
1159	1759	2.77489e+07
1143	2737	2.75261e+07
1106	1312	2.7543e+07
1202	1072	2.76444e+07
1138	4734	2.76908e+07
1115	3035	2.76322e+07
