964	4314	2.83446e+07
975	513	2.83953e+07
954	1006	2.84266e+07
957	3170	2.82766e+07
969	2689	2.83904e+07
975	1215	2.83772e+07
912	1021	2.82727e+07
972	4529	2.8437e+07
920	2802	2.82674e+07
1026	356	2.84306e+07
960	318	2.8481e+07
997	1200	2.84423e+07
958	4803	2.82775e+07
944	233	2.82622e+07
927	1686	2.8258e+07
925	1984	2.84464e+07
970	2234	2.83112e+07
917	584	2.83585e+07
960	1240	2.82933e+07
960	3066	2.83276e+07
927	1969	2.82799e+07
956	1495	2.83734e+07
971	4297	2.8303e+07
927	973	2.78253e+07
951	1591	2.77115e+07
989	677	2.7799e+07
997	227	2.77188e+07
971	636	2.77701e+07
909	227	2.77574e+07
928	721	2.78176e+07
