778	4252	8.21173e+07
780	2414	8.32431e+07
777	2370	8.44821e+07
779	2673	8.29542e+07
773	4801	8.38223e+07
789	4135	8.41107e+07
808	4541	8.35531e+07
799	3115	8.36344e+07
763	3362	8.26822e+07
782	2289	8.21023e+07
797	2877	8.35172e+07
807	4882	8.46724e+07
783	3118	8.4235e+07
765	3808	8.4475e+07
782	1486	8.4182e+07
788	2726	8.43633e+07
783	3765	8.43747e+07
797	4473	8.4155e+07
758	4163	8.38963e+07
797	3468	8.42404e+07
779	3685	8.46314e+07
769	3433	8.31927e+07
771	4868	8.36319e+07
773	1969	8.37052e+07
781	4915	8.44873e+07
761	4817	8.27186e+07
783	3909	8.25055e+07
785	4570	8.2304e+07
794	934	8.24366e+07
775	3023	8.34829e+07
