1240	1179	2.84683e+07
1219	1851	2.88387e+07
1271	1918	2.82303e+07
1233	3800	2.71723e+07
1204	3884	2.71799e+07
1235	2293	2.72419e+07
1250	3247	2.7211e+07
1269	1608	2.71518e+07
1259	3859	2.7272e+07
1222	2254	2.70718e+07
1246	1922	2.71994e+07
1269	1095	2.71729e+07
1219	852	2.72552e+07
1266	851	2.80003e+07
1223	1136	2.79889e+07
1223	2511	2.77625e+07
1254	990	2.78747e+07
1251	2770	2.78078e+07
1186	3086	2.79043e+07
1251	4795	2.76303e+07
1182	4841	2.71796e+07
1228	1711	2.72033e+07
1213	3405	2.85254e+07
1271	506	2.86266e+07
1218	2084	2.78211e+07
1301	3634	2.76074e+07
1246	1135	2.72433e+07
1236	3745	2.7084e+07
1240	4716	2.71629e+07
1246	1413	2.72003e+07
